Country Name	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
New Caledonia	10.7362320945	6.607052602	7.0596350132	12.2396528705	13.3925217391	16.0151373813	15.192245857	18.3745308632	15.0084264253	22.1717685185	21.3029532716	14.3124840521	20.9113758912	21.5766751219	19.0242857143	17.5538019665	15.468818621	11.0265627678	11.6170347574	14.0012727273	9.6768055556	8.7551211073	7.9443259972	8.0100586923	9.5150261438	9.1198766234	9.3107380293	9.689244521	10.3176248477	9.6695297619	10.3939549254	10.0221990641	9.7479528333	9.2110692774	8.968	8.9534365482	9.056487788	8.8008	9.7277667842	10.7827650893	9.752839079	10.9601065511	12.1835337896	11.0933810873	11.9525241795	11.6564524719	11.7694966997	12.7680954987			
New Zealand	4.8625632231	4.5165265915	4.8299545814	5.0699644101	5.2130563166	5.237396861	5.0077973568	4.9080152838	5.0898587732	5.033672695	5.2769337772	5.5813711234	6.1604607578	6.2026140873	5.9156656948	6.1800324654	6.5042237179	5.746650753	5.3135525893	5.5564532605	5.2807131955	5.7296875	5.5727199926	5.9320443925	6.5381662846	6.9423460482	7.2774139183	7.603278209	7.4926371395	6.967087297	6.9980515579	7.4104196279	7.1416267286	7.3034087456	7.3242170741	7.9589228296	8.2147239118	7.8790036697	8.2287820396	8.4759808699	8.8138407422	8.5199589718	8.3716721295	8.2069029969	8.0722078425	8.0182215743	7.7896539981	7.7525065005			
Nicaragua	0.3067948052	0.3501469953	0.4342241155	0.4746142756	0.3788153324	0.452171875	0.4940290335	0.545955335	0.5532986195	0.5856410748	0.6095658765	0.6300625494	0.6961942095	0.7198731505	0.6903309601	0.7727179785	0.9559053787	0.8605932913	0.5435444595	0.6254571756	0.6422746452	0.617447798	0.5690084551	0.5131284756	0.5386422418	0.5518340047	0.6493417599	0.5866375918	0.3849454115	0.6416008845	0.4901876575	0.5759291073	0.519815213	0.5634943942	0.6120840019	0.6182473288	0.6498270705	0.6965371346	0.7260979072	0.7227461436	0.7449900799	0.7306286693	0.7780187513	0.7722865445	0.732813749	0.7716448832	0.810692038	0.7684620404			
Niger	0.0164458882	0.01916634	0.0248090091	0.0260867471	0.024345183	0.0349696256	0.033021079	0.0391688003	0.04492656	0.0494752178	0.0512808162	0.0545242385	0.0690458253	0.0588407822	0.0658023223	0.0638794775	0.0681453989	0.0754284687	0.0841921201	0.0974363953	0.1135645899	0.1204981598	0.1511264031	0.1514959616	0.1479089274	0.1301043091	0.1403942462	0.1349461982	0.1378386048	0.1068808215	0.1022116906	0.0945482506	0.1025908598	0.0983749211	0.1002788559	0.1069232155	0.1028972813	0.1054830975	0.1004684298	0.0728537199	0.067125929	0.0695422299	0.0726239161	0.0701429711	0.0634971807	0.0607527947	0.0625818982	0.0588749888			
Nigeria	0.08770254	0.0872077487	0.1092027573	0.1452742781	0.2297797397	0.2466058745	0.2398579188	0.1211651422	0.2161967808	0.3755401211	0.5494999601	0.6882382644	0.8032662963	0.9830750721	0.7275898866	0.8237525303	0.7315204645	0.6776294118	0.9572922221	0.9021949347	0.8499328374	0.8239088822	0.7341137654	0.8319275547	0.8143315033	0.8347389681	0.6567118862	0.7629293232	0.4461294894	0.4651409657	0.4525338693	0.6333548906	0.572390171	0.4342277086	0.3173864748	0.3589233619	0.3486663315	0.3405817844	0.3708155609	0.6401687138	0.6578358619	0.7557837449	0.6999336057	0.7114923377	0.7441088948	0.6434054183	0.6029590366	0.6355550861			
Northern Mariana Islands																																																			
Norway	3.6984894737	3.8685388843	4.086	4.3827301029	4.4076886919	5.2127484679	5.1066729194	5.5355472637	5.7704544274	7.2252290431	6.9685213938	7.4822463768	7.7061620803	6.9493560853	7.4035512853	7.257490313	7.7176608954	8.021506036	8.1748981095	8.5638029822	8.1058587805	7.9845249089	7.2807650617	7.994768599	8.3988692511	8.0702146798	8.3910979221	7.9473447375	8.8209264254	7.3867377107	7.5143513152	6.9235328014	7.2625649351	6.7444523359	7.5686543578	7.573388724	7.7501500874	7.8056132671	9.1979213004	8.6412516143	9.1053405717	8.2479217717	9.3376915587	9.2914593274	9.1633537668	9.4958356908	9.5398083265	10.48447741			
Oman				0.0179055649	0.0407087112	0.0452941122	0.2037157988	0.2352382008	0.331638082	0.320742159	2.7621256893	2.6558890575	2.5778086957	2.7280975906	8.0787110119	8.8061139139	8.5236349063	7.3880936338	6.9169530555	5.1186773969	4.8145845368	4.339415125	5.3991722054	5.4910842146	5.6295299222	5.9226061749	5.4431437245	5.8844236954	5.3816566137	5.5415611425	5.6237420662	5.9552869802	6.3730972585	6.9959017126	7.1384348155	6.7406834814	6.8810784529	7.3648887811	9.2137635777	9.741792	8.9697196919	11.0923663214	13.9947631966	13.2705677415	14.2634317208	15.6257763127	15.76365568	17.34931131			
Pakistan	0.3113742827	0.3338763464	0.3743786398	0.3753000628	0.3838552373	0.3806196422	0.3934851342	0.4393600084	0.4148329912	0.4095130074	0.3777836113	0.3016521019	0.3103934471	0.3222981372	0.339056477	0.323338331	0.3345373406	0.3471072378	0.3629642246	0.3983954985	0.4130652067	0.4337656696	0.4518385263	0.4643131136	0.4941423193	0.5009896217	0.5247871787	0.5526655581	0.5611833107	0.6130427179	0.5935705789	0.6168101272	0.6445356175	0.6835197393	0.6634173039	0.7224200566	0.7054530886	0.70868929	0.7106283827	0.7365605346	0.7338328742	0.758500957	0.7763825423	0.8444730865	0.8612669056	0.9030519674	0.9783314051	0.9745319667			
Palau	5.1851328149	5.0579310345	5.2986224834	5.538752006	6.121869783	6.0306989493	6.6185362332	6.8719436016	11.6464049405	11.8176988067	14.1570864791	14.5405382604	14.6132004981	15.9369413694	15.8266286645	9.2540703354	14.9979550102	9.0535758374	10.2810258102	12.9278511109	12.7336671243	12.4481724165	12.1153284672	11.7927604517	11.7789458315	11.5396938921	11.3330055489	12.6579219883	15.4013006368	15.5535820797	15.169543016	7.1521957972	6.7304986234	6.5466555582	6.5884432595	6.6318526054	6.4752234853	6.3353849476	6.2165713075	6.1205925308	9.4500566952	9.3674960405	9.680373642	9.6290461041	9.7634381593	10.2619559242	10.5719256387	10.514435436			
Panama	0.9501242997	0.9964540608	0.9618833225	0.980444938	1.1711554324	1.2326352919	1.2260396981	1.4170405317	1.3992254084	1.4596866386	1.6771354639	1.7561357827	1.9782622493	1.7960125963	2.1216148753	2.0389955618	1.9054876689	1.5261591221	1.674293173	1.7686957029	1.5561610821	1.4589664449	1.5380194294	1.3214587804	1.221422594	1.2439534083	1.4477363625	1.1970147065	1.0442027721	1.2977570505	1.3754504613	1.5950723696	1.6068362032	1.8230822871	1.2972525202	1.7867066757	2.1379216196	2.09190877	1.9551357481	1.9587098114	2.3260823166	1.9009329375	1.9686763833	1.8219935518	1.8627600537	2.0713659361	1.9852543056	2.0291564301			
Papua New Guinea	0.1007896358	0.0972028734	0.1236687745	0.1264589087	0.1408369955	0.1544246101	0.1931839562	0.2172000771	0.235037637	0.284660767	0.3296332534	0.4925357722	0.5073653019	0.5814517517	0.545561193	0.5446411044	0.5325943739	0.5498736073	0.5740687433	0.5690948917	0.5848939765	0.5734356451	0.5759201107	0.5709987468	0.5783191368	0.5474171955	0.6043311782	0.5555938544	0.5016195787	0.5150808605	0.4844545524	0.470040503	0.4452826466	0.4747867625	0.4323616613	0.446946336	0.5142159366	0.5560683624	0.470221503	0.4997209427	0.5854084724	0.6206748262	0.6837281013	0.7533578172	0.756809725	0.7357586555	0.4867313279	0.3219481933			
Paraguay	0.1855319684	0.1952895855	0.1990602046	0.2042129486	0.2527576803	0.2296698066	0.2124067666	0.2503685214	0.2151386258	0.2998584496	0.2493320526	0.274354204	0.3255849413	0.3486956372	0.2996799224	0.3675860355	0.4019054218	0.4921892175	0.4401921436	0.4797863256	0.4394586208	0.4148305217	0.4174183241	0.4297574657	0.4342736784	0.45960193	0.5049464758	0.560490433	0.5668765185	0.5331323371	0.5128693707	0.5872417006	0.6452146293	0.7466550844	0.8266371799	0.7647760007	0.8365584836	0.8788118773	0.8604140733	0.690366815	0.7005994403	0.7004896393	0.7171505319	0.7065527691	0.6497345797	0.6633876427	0.6759562989	0.6609760905			
Peru	0.8460019641	0.9481611059	0.945420879	1.1007792252	1.043471508	1.1237783359	1.1256824331	1.162695902	1.1931578179	1.3486543221	1.3727203056	1.3035222169	1.3784163913	1.4496753644	1.4504420166	1.4421228278	1.45991489	1.3679670704	1.3216554268	1.3953699556	1.3602239208	1.303990548	1.1003872017	1.0879185511	1.0026719272	1.0976773167	1.2669335632	1.2072299992	1.0281001897	0.9762078292	0.9229633852	0.9040159356	1.0250923165	0.9925622069	1.0023505946	1.0047374555	1.1110699501	1.1087647118	1.1522622319	1.1714827306	1.0357195445	1.0228706963	0.9800885276	1.1708217959	1.3577554208	1.2684175024	1.5448591032	1.4241132927			
Philippines	0.328479385	0.3764521959	0.4037548117	0.4356267744	0.4590015893	0.5130135916	0.5625423841	0.6657044638	0.6645209841	0.6998574837	0.7569166806	0.7050639309	0.8172365694	0.7692063818	0.7972862777	0.8374099014	0.8551879519	0.8479070778	0.8330294759	0.7860096151	0.7235638652	0.7075039837	0.6999032168	0.6037032725	0.5549394815	0.5525876842	0.5888769674	0.6790315132	0.6759608506	0.7225865729	0.7257709154	0.7782685456	0.7750842727	0.8311311308	0.9111984879	0.9267492862	1.0687022391	1.0217362748	0.9649976152	1.0233073835	0.9772086124	0.9432823341	0.9264864178	0.9411637923	0.947630098	0.7763242976	0.886382526	0.9221876927			
Poland	6.9225715335	7.1499486216	7.5337727021	7.8018923013	7.8493080391	7.9714272825	8.1167846544	8.5458524067	9.0202230072	9.3599481645	9.5487316263	9.9780147877	10.0748799868	10.2958118785	11.0387241197	11.6127002503	12.0763278287	12.3409580406	12.5504029271	13.0579542695	11.421711186	11.6545959091	11.5484780564	11.7541883296	11.9855889579	12.1040566264	12.3553871336	11.7790099044	11.1631814135	9.6218490614	9.4547664233	9.3128095358	9.1661174498	8.7215834535	8.9877022411	9.2916071262	9.0827747477	8.4553309361	8.2035584096	7.8455643229	7.9168999769	7.7669063784	7.9795701143	7.9916355837	7.9592140482	8.3744037134	8.2686172239	8.2900923756			
Portugal	1.0171067177	1.0314174372	1.1039440187	1.2083312688	1.2705496829	1.3011312138	1.3631910359	1.4273585589	1.606317878	1.6870908428	1.8979821842	2.1260187696	2.3170954477	2.3663334476	2.3486866821	2.3969754142	2.4038144897	2.5823997698	2.6896141186	2.8597042802	2.8149278246	2.8728502245	2.9492191471	2.9070951046	2.7679963841	3.0176457191	3.2153212928	3.3866775682	4.2412026769	4.4184830234	4.8554992451	5.2566590384	4.7596733507	4.8777188438	5.2253012865	5.0608611636	5.2905988701	5.7316560371	6.3583199332	6.157546141	6.1073921216	6.4445868858	5.8687031747	6.0155452739	6.1907901322	5.5845098194	5.678001496	5.3010979709			
Puerto Rico																																																			
Qatar	3.1579277005	3.4122004903	100.1461433046	93.5308577562	86.1135029354	79.2774754069	78.2018940723	76.7011882711	71.8177285152	69.8212009114	77.4285762626	83.4550597011	88.5207957627	68.9023060246	67.288948936	60.3246219888	54.9473529802	55.3736434761	70.6396044962	59.1104632797	52.3324204444	44.9698711415	36.7606755355	36.4462074978	33.7099422292	33.6498643532	27.3764861043	26.9922770924	31.1490382629	24.855795171	36.5996860803	54.8993924671	62.5170444833	61.0418640912	61.4810230348	62.1087560643	68.6261802957	59.0378260584	55.1140698756	58.7693470083	49.4998593882	49.3262797333	55.0078056618	62.6134201967	63.2110462298	58.4906770271	57.6602472263	49.0505837858			
Romania	3.0039893359	3.4194711204	3.6958479243	3.8101771015	4.1374444736	4.3980627449	4.7772729064	5.0803597181	5.5796676162	5.9306070706	6.1470170005	6.4086872187	6.9598702228	7.1779314756	7.6374401506	8.1490978737	8.2371202327	8.8722775566	8.8930737482	8.8562319715	8.8647465217	8.7095736275	8.8929587195	8.3656223204	8.5519765017	8.8571634754	9.2487047079	9.2295339204	9.2493866189	6.8454248287	5.9318885055	5.4878684892	5.3673083718	5.1387364392	5.666623297	5.6544270612	5.1426447637	4.6074193663	3.9914435368	4.0094690104	4.3227918851	4.2275451381	4.4126420585	4.3983930746	4.3893410167	4.7249791617	4.5678219758	4.4000000558			
Russian Federation																																14.9353384043	13.668389429	11.8177539437	11.4240116106	11.2966653558	10.7059800616	10.2878148183	10.4863733468	10.61804071	10.5817688373	10.5794815933	10.9613034257	11.1433283888	11.2866494377	11.7165153333	11.7352257847	12.0370082282			
Rwanda	0.0487559583	0.0286590678	0.0278101192	0.0117332173	0.014801119	0.0132572956	0.0117913759	0.0155994405	0.0161398449	0.0156514094	0.016122846	0.0165474398	0.0169255226	0.017257035	0.0400982409	0.0590140291	0.0570891813	0.0597582753	0.0592714584	0.0955883333	0.1125535243	0.1106258193	0.122901226	0.1082713376	0.1013098868	0.0940370314	0.0923328164	0.1001106529	0.0967590988	0.0959361916	0.0917925158	0.0988825122	0.1072320944	0.1097183828	0.1099400992	0.1086737551	0.1036445972	0.0924127708	0.0884970725	0.0846752126	0.0815181044	0.079273923	0.0770007741	0.0765174693	0.074920284	0.0730183619	0.0736380946	0.0703776015			
Samoa	0.1618270079	0.1571095611	0.1831744578	0.2077956772	0.2311176939	0.1969689994	0.1920455481	0.2143566961	0.2098681528	0.206077806	0.2537224621	0.2505979635	0.2480468089	0.2212664678	0.3901764279	0.3146102268	0.5286874234	0.6925311122	0.617616003	0.6387018114	0.6603467792	0.7294889977	0.7281292835	0.7265609521	0.7244310759	0.7216166977	0.7181565481	0.7141098205	0.7553839623	0.7729188881	0.7672303451	0.7835948471	0.7770384811	0.7260863304	0.7845854853	0.7766828069	0.7685572232	0.7606875529	0.7954946366	0.7892766314	0.8050493963	0.8012471427	0.8392662763	0.857066539	0.8748536649	0.8722934623	0.8900632733	0.8874588167			
San Marino																																																			
Sao Tome and Principe	0.1703890713	0.1706269194	0.1141549668	0.1711818253	0.1697606592	0.1667778418	0.1626476633	0.2106079315	0.2045489409	0.1992122776	0.1460296812	0.1430633583	0.1870083509	0.2287956874	0.2232599484	0.3473812597	0.3370481858	0.3677624248	0.3574074074	0.4259990706	0.4549580753	0.4839597166	0.5491603602	0.5038125987	0.5296479606	0.5531597952	0.5407906501	0.5943809095	0.5809364548	0.5684438971	0.5878982719	0.6069433525	0.5955967743	0.5844383527	0.6019228514	0.5900964758	0.5783390411	0.5938986145	0.6355515436	0.6241259485	0.6391619605	0.7295710101	0.7431200097	0.7562786489	0.8409338103	0.8281925534	0.8156086959	0.8028989315			
Saudi Arabia	0.8563820962	1.4508155167	1.555989586	1.524723632	0.8816979118	1.2936774112	4.9654357508	5.4614089864	6.3730094844	7.8469032265	9.9206958331	11.1458966565	14.3655135799	14.1813125149	11.3465417901	13.0929974606	14.4108380648	13.2570438352	14.9870462456	17.2835618108	16.8081703486	14.2084850947	13.60599909	12.4154258721	13.0595389925	14.7796716873	13.180045224	13.4625811918	13.0598986661	13.325123971	16.1055512244	16.6854278662	17.849114805	17.1441347537	12.7005543254	13.7607654489	11.3995141278	10.7644988492	11.6058131492	14.8538438184	14.304642886	15.0704771433	14.492076898	14.9057290012	15.2669159368	15.4600095744	15.5708395362	16.5690650603			
Senegal	0.260025815	0.2530503944	0.2605432574	0.2715369623	0.4833835599	0.4761090468	0.1880184186	-0.0209896301	0.1238565317	0.3195900148	0.3198093608	0.3330592536	0.343722287	0.3980795465	0.539452216	0.3613102072	0.4458407377	0.510130278	0.5494196954	0.6190607066	0.5929835954	0.5345361315	0.4478459423	0.5465391224	0.4295154591	0.4146585771	0.3708073706	0.4022758688	0.5259951162	0.43953931	0.4590159145	0.4527180518	0.4540269966	0.4791380229	0.4175646797	0.4353352551	0.3703327983	0.3794693674	0.3993469064	0.4143083499	0.4437747269	0.4536557908	0.4867751426	0.4990381159	0.5389914999	0.4287641336	0.4681754868	0.4221656973			
Serbia																																													6.258389825	6.6056346504	6.6126010438	6.7934745091			
Seychelles			0.1623445618	0.1583278643	0.1544	0.1505994408	0.1469423803	0.1434272984	0.1400550596	0.5473134328	0.6018596868	0.7848394222	0.8321869981	0.9408019145	0.9844295302	1.328973379	1.3660142787	1.2280407991	1.902880164	1.4804658385	1.5202327721	1.2821672084	1.4918422272	1.4799150908	2.2306676558	2.4310810797	2.9506668459	2.8761822998	3.3822784474	1.6239571429	2.0212427125	2.3028458531	2.2190190464	2.529834045	2.5321895251	2.5912820446	5.3592389969	5.5810060117	6.3845292874	6.9605699424	7.9028225906	6.4840621266	6.7316908213	9.378630303	8.4044632087	8.7990661939	7.3311537874	7.8437600626			
Sierra Leone	0.1303731859	0.144539772	0.1613750343	0.1304311121	0.1189727587	0.124530568	0.1029616903	0.1539142636	0.4348184922	0.3365617443	0.3041639018	0.2523296214	0.1968483033	0.1866007293	0.1842913033	0.1553600012	0.1732121408	0.2349917353	0.219308114	0.1925268625	0.2145048422	0.1677529221	0.2043465541	0.1784058741	0.1874549528	0.1853784839	0.1330983329	0.1190610702	0.0951300633	0.0976253822	0.1174823354	0.1188683754	0.1282156462	0.1489254587	0.1505041988	0.1599183413	0.1620957354	0.1502524847	0.1447406573	0.1522342489	0.1993745135	0.2645147114	0.2589371715	0.2154822547	0.2447780946	0.2326565258	0.2396343092	0.2378398643			
Singapore	1.230233255	1.4730862857	1.8937654596	2.0106786102	1.3408744038	0.348876939	1.5461466127	2.693750497	3.5269970631	8.7760587952	7.8528987222	10.3347374535	9.6766662107	9.8515681614	10.8454401237	13.0991700829	12.1760172043	14.0885080714	15.1525239094	13.0213438277	10.5999897355	11.2392788062	13.0540276016	12.2264652269	12.2139513889	12.8163863886	11.7476144144	12.6863253689	14.2914162402	15.4057325238	15.1272083825	15.5592397932	16.4862830844	19.1190236911	13.3664204852	15.0667976135	18.2403303477	14.5888184966	12.6969886579	11.8233642841	10.3345949734	10.0719564176	8.4215879265	9.7846511628	11.7872155282	10.8750286273	7.8484956196	6.6734035211			
Sint Maarten (Dutch part)																																																			
Slovak Republic																																8.6020570998	7.6947359426	7.5461762011	8.1117791231	7.9634422093	7.7989347665	8.0194794438	7.3888984758	6.7790967057	7.3171377913	7.2971108685	7.3413522586	7.1991891035	7.2720537828	7.220537711	6.7798475094	6.9465529889			
Slovenia																																6.496132926	6.6691371771	5.6602594399	7.2934603015	7.6268442993	8.1613792048	7.8293205891	7.6276555024	7.3413745601	7.6046069277	7.7238716148	7.7595540174	7.8701866346	7.9335077587	8.0872992145	8.0240302618	8.4884763194			
Solomon Islands	0.120626984	0.1170892139	0.1136428787	0.1378654355	0.1873089076	0.1817879224	0.2268200656	0.2444080087	0.2366951751	0.2517035244	0.2870588377	0.3192044986	0.36890111	0.3553332831	0.3044432568	0.3120460518	0.3898424664	0.2909991411	0.4963207926	0.4479071695	0.5725238835	0.4941705428	0.5655817448	0.5482176878	0.5591976553	0.556378809	0.5666084892	0.5385519166	0.5360184976	0.5212727807	0.50679239	0.4926220274	0.4679516857	0.4443578891	0.4527109685	0.4404047352	0.4285346245	0.4170211886	0.4149994844	0.4037242007	0.4101282149	0.3988572275	0.4043781395	0.3932491317	0.3824629368	0.3720144928	0.3988358275	0.3881024105			
Somalia	0.0305101316	0.0360232217	0.0339751516	0.0438385651	0.0416312675	0.0428110542	0.0679109571	0.0447400635	0.0457281811	0.0600779294	0.0512825224	0.0638862	0.070876719	0.0854793831	0.1219967309	0.1062539786	0.1585307086	0.0994689483	0.0800344286	0.1264956479	0.0416848611	0.1087652044	0.1433922573	0.1113863063	0.134837552	0.145014679	0.1546320351	0.1550332597	0.1456706863	0.0027783464	0.000556865	0.0016812412	0.0016928756	0.0016965782	0.0016860553					0.0698803479	0.0661292998	0.0734223271	0.0721275677	0.0704596887	0.0693057144	0.0673552737	0.072218985	0.0727460307			
South Africa	5.6943831011	5.7297118348	5.7998443146	6.1709366049	6.4673587636	6.332753201	6.4656479185	6.5276718022	6.6295221655	6.780637796	7.457992373	7.4255626863	7.3357337673	7.306156482	7.4895598107	7.6426508039	7.7483453557	7.6682573723	8.1255552858	8.2845263998	9.1088848445	9.6904166475	9.8314670807	10.3571540012	10.3556720544	10.3001800535	9.9907216964	10.1710780633	9.8898978697	9.4748196023	9.6383856157	8.8537927264	9.141031092	9.3756377323	9.0352367843	8.9659429957	9.0731364425	8.8835716723	8.6440883825	8.3775115227	8.0771637323	7.6358767339	8.2575795116	8.8753387004	8.6485737281	8.4999267771	8.9801726919	8.9332026821			
South Sudan																																																			
Spain	1.7459519256	1.9330627032	1.8737408658	2.0304149986	2.2184795209	2.3994998765	2.6430181152	2.9371252154	2.898319921	3.461607182	3.7693199181	4.2181996633	4.4680303936	4.9383003955	5.1153178657	5.5131019005	5.3959864163	5.4361894067	5.4921003288	5.7509106082	5.4923869532	5.5321512268	5.3741495763	5.1949086824	5.2557023537	4.9460089307	4.9449270377	5.150537541	5.8468824288	5.8603449119	6.0371367304	6.27368131	5.7912164259	6.2262090421	6.5308109021	6.4422586165	6.6812616971	6.9153162677	7.0726569362	7.312925078	7.3141072852	7.613068322	7.6443521051	7.9507004531	8.1446358889	7.9343923505	7.982285769	7.2281950085			
Sri Lanka	0.2279246338	0.2445720064	0.2364216033	0.20739745	0.2370507175	0.2319605428	0.250997236	0.2697165721	0.3515024714	0.286534965	0.2481414304	0.2635794417	0.2696982867	0.2106760649	0.204715753	0.1931687191	0.1981243421	0.2308192165	0.2525792213	0.2202713281	0.2595035572	0.284036013	0.3047104117	0.2353520138	0.2377486866	0.2157036648	0.2375753536	0.1998474504	0.1983083032	0.2176462221	0.2316061697	0.2850352992	0.273506741	0.2989999292	0.3180299863	0.3790843002	0.4073282134	0.4193948761	0.4587171167	0.5420758317	0.5414707506	0.5753255341	0.5503381466	0.6101505594	0.5867558965	0.5852703136	0.6074202153	0.5745751436			
St. Kitts and Nevis																					1.2291620112	1.4637748653	1.1486039019	1.1756434918	1.2009450735	1.3771990283	1.2955363407	1.5599564047	1.5652873563	1.5706365259	1.7545454545	1.7636107223	2.0381931797	2.1368802696	2.3254146341	2.5122583802	2.5202749141	2.5585846	2.429626124	2.3184753647	3.9762746416	4.2393063584	4.7103403982	4.6835589065	4.7727004657	4.7115697336	4.9421464671	4.879574185			
St. Lucia	0.2088268793	0.2055493274	0.2428476821	0.2391521739	0.2748286938	0.3091253952	0.3423547718	0.3745658836	0.6271529175	0.6509467456	0.6777529183	0.739740634	0.7639583333	0.6854205607	0.710396679	0.768132969	0.6259928122	0.8785181899	1.3176774759	0.9842164502	0.8121124361	0.9520686767	0.8478612717	0.9249552482	1.0284054487	1.041925809	1.1414785992	1.265452454	1.2482223903	1.2305369128	1.2672720588	1.497269433	1.6250250164	1.8503458571	2.1431616439	2.2441555262	2.0826039314	2.0271401495	2.0756198643	2.11563117	2.2991760451	2.0508819667	2.2373677002	2.1898063213	2.2252428834	2.1979405171	2.2872732241	2.3268236747			
St. Martin (French part)																																																			
St. Vincent and the Grenadines	0.1339233541	0.1322124341	0.1742725771	0.2155131882	0.1706117037	0.211079516	0.2089673015	0.248265123	0.3276776838	0.3242801083	0.3208048554	0.3965910689	0.4313794689	0.3490312619	0.3452521681	0.3416141353	0.3381073854	0.3719444163	0.294718653	0.3650572424	0.3619369103	0.3949380722	0.3919448088	0.6366994955	0.6322292676	0.6278930396	0.7277237547	0.6199783967	0.7195839874	0.7508120131	0.7146489722	0.7812968967	0.9502549722	1.1195496304	1.2213494685	1.2557173134	1.2565313626	1.5292335066	1.563767162	1.4614842758	1.6639317696	1.7292371706	1.7936670543	1.7901645082	1.8207714588	1.8517141336	1.8493031359	1.847304402			
Sudan	0.1170864742	0.1225122782	0.1352931931	0.1462425185	0.186434219	0.1982258908	0.2331893199	0.2217179986	0.2910903626	0.3288134622	0.3281561631	0.344063022	0.3368620773	0.3421810294	0.2474309292	0.2124730887	0.2087663246	0.1828095522	0.1838464231	0.1867220876	0.1754811208	0.1783905463	0.1762430248	0.153218172	0.1730482698	0.1759254744	0.1354983445	0.1916322456	0.1452594561	0.2098262452	0.1983374161	0.1706776209	0.101655777	0.1513396839	0.1526844682	0.1380055363	0.1707905936	0.1443171819	0.1526420238	0.1618564076	0.1819763561	0.2266783858	0.2475793685	0.2767093558	0.3122795384	0.2967599714	0.3139875565	0.3392947668			
Suriname	1.438415272	1.6152919987	1.6893409627	1.8715086391	2.3953828602	3.2092944975	3.7987130705	4.0282618465	4.1383422211	4.3240020736	4.5911689562	4.6840235289	5.7012740851	4.3692017003	5.5433021397	5.4997027954	5.2295286419	6.581727677	6.2934495039	6.4868229305	5.5389426616	5.0915748029	3.7187450985	4.1751244636	4.2510063759	4.6196970174	4.5485226398	4.770020706	4.6344102404	4.4520582959	5.0874940377	5.0431012253	5.0799165989	5.030271889	5.0051959075	4.8213312635	4.7806552861	4.7641833508	4.6751524155	4.5558064115	4.7867714619	4.6894145777	4.6025821693	4.6317401812	4.7664962928	4.8296538215	4.7802056706	4.7344515072			
Swaziland	0.0102585192			0.0287625138	0.2060359645	0.5027244357	0.5526819248	0.6601697967	0.7019428134	0.8226861252	0.8715512711	0.8075792612	0.7611949194	0.6215142699	0.6525112954	0.6258359871	0.6199560435	0.7753544281	0.7643146481	0.7718272745	0.7023027428	0.6824907763	0.4120449949	0.4904849186	0.6236376881	0.623703099	0.5685056522	0.5444182449	0.5232327811	0.4929294615	0.3677466317	0.2907247417	0.1424969236	0.5125391252	0.4718890069	0.3463537647	1.1946238866	1.1799043072	1.1824811529	1.116819197	1.0642006245	1.0397053133	0.9565583196	0.9406108881	0.9226334476	0.9088720155	0.9385908472	0.9499471462			
Sweden	6.4962465426	6.7874899497	7.2819174119	7.8882861245	8.0978397983	9.2971224385	8.7699464921	9.816198509	10.8518900602	11.4856476439	10.4458330452	10.4384437331	10.7369147106	9.7891510844	9.8650490663	10.7405368523	10.3979802472	9.6101453601	10.2396575838	8.6353216606	8.3450694712	7.4824419219	6.9977152803	6.8769995202	7.4723359281	7.4119839904	7.1100244077	6.8093355856	6.5391163311	6.0414028508	6.4289734723	6.5911236733	6.0961046498	6.4271789265	6.0650211754	6.8471677033	6.1601231807	6.2081906505	5.7699752749	5.6144089525	5.7487048572	6.4349193187	6.1167165029	6.0616463934	5.712595024	5.4577917197	5.2519185421	5.3201435154			
Switzerland	3.752027972	4.3327703624	5.1108731999	4.8654736569	5.1861499317	5.3270021967	5.4337938919	5.9374217205	6.2086804107	6.4299765438	6.6323760278	6.7303951449	7.1937291246	6.4381660717	6.1042238876	6.3794011976	6.4936096096	6.6621699542	6.2843060935	6.4153639816	6.1157064841	5.7314446878	6.2422977099	6.0811178206	6.1556857805	6.502948647	6.1501388846	6.1974477089	5.9470828945	6.4014062872	6.2279680882	6.3019061818	5.9127600173	5.9293827566	5.5939848033	5.6580866554	5.8662687641	5.8950506329	5.7002847339	5.4416311065	5.9474943432	5.5966250728	5.4832935693	5.4730224289	5.5632810572	5.5956051991	5.0349446314	5.2816058475			
Syrian Arab Republic	0.6499243673	0.6577637873	0.7174930694	0.8394633382	0.6838610509	0.8842148815	0.8013862426	1.0021601125	1.1766417046	1.0457371581	1.3484940512	1.1391572821	1.1191730902	1.3246369114	1.4821288079	1.7638866525	1.8193972825	1.8276458974	2.6188841476	2.33568636	2.8891522383	2.5648317347	2.8281505253	3.2343997502	2.8034892525	2.8706774366	3.2151878366	3.1809282708	2.8885467607	3.0388444088	3.4037013493	3.401612732	3.5060635255	3.5144846437	3.6382433864	3.5142358107	3.5200224629	4.1255283111	4.1683638423	3.9771905917	3.7015584269	3.3005969846	4.0074683375	3.750137866	3.4838650708	3.6170450938	3.6838744046	3.6459411322			
